Subject,Gait,Sensor,TP,FP,FN,PPV,Sensitivity,RCA,SDA
24,irregular,2,63,446,447,0.1237721021611002,0.12352941176470589,2.0648,0.12365063788027479
24,semiregular,2,336,43,642,0.8865435356200527,0.34355828220858897,0.5618,0.4952100221075903
24,regular,3,1064,11,18,0.9897674418604652,0.9833641404805915,0.9972,0.9865554010199351
24,irregular,3,215,165,165,0.5657894736842105,0.5657894736842105,1.5385,0.5657894736842105
24,semiregular,3,609,29,111,0.9545454545454546,0.8458333333333333,0.9412,0.8969072164948454
25,regular,1,446,1,997,0.9977628635346756,0.3090783090783091,0.4746,0.4719576719576719
25,irregular,1,55,551,550,0.09075907590759076,0.09090909090909091,2.9275,0.09083402146985962
25,semiregular,1,371,53,639,0.875,0.3673267326732673,0.5933,0.5174337517433752
25,regular,2,700,0,488,1.0,0.5892255892255892,0.7442,0.7415254237288136
25,irregular,2,55,291,293,0.15895953757225434,0.15804597701149425,1.6812,0.1585014409221902
25,semiregular,2,256,50,870,0.8366013071895425,0.22735346358792186,0.4276,0.3575418994413408
25,regular,3,941,14,16,0.9853403141361257,0.9832810867293625,1.0116,0.9843096234309624
25,irregular,3,147,265,266,0.3567961165048544,0.3559322033898305,1.9952,0.3563636363636363
25,semiregular,3,579,60,216,0.9061032863849765,0.7283018867924528,0.8928,0.807531380753138
26,regular,1,531,3,902,0.9943820224719101,0.3705512909979065,0.5452,0.539908490086426
26,irregular,1,105,560,555,0.15789473684210525,0.1590909090909091,3.1121,0.15849056603773584
26,semiregular,1,404,69,561,0.854122621564482,0.41865284974093264,0.6597,0.5618915159944368
26,regular,2,404,6,1155,0.9853658536585366,0.2591404746632457,0.4173,0.41036058913153883
26,irregular,2,35,156,200,0.18324607329842932,0.14893617021276595,0.8972,0.16431924882629106
26,semiregular,2,140,26,1133,0.8433734939759037,0.10997643362136685,0.2319,0.19457956914523974
26,regular,3,953,2,61,0.9979057591623036,0.9398422090729783,0.9706,0.96800406297613
26,irregular,3,180,116,118,0.6081081081081081,0.6040268456375839,1.3925,0.6060606060606061
26,semiregular,3,579,25,256,0.9586092715231788,0.6934131736526946,0.8403,0.8047255038220987
27,regular,1,420,3,1486,0.9929078014184397,0.2203567681007345,0.3654,0.360669815371404
27,irregular,1,55,449,448,0.10912698412698413,0.10934393638170974,1.8704,0.10923535253227407
27,semiregular,1,254,30,915,0.8943661971830986,0.2172797262617622,0.3942,0.34962147281486583
27,regular,2,712,1,905,0.9985974754558204,0.44032158317872605,0.6132,0.6111587982832619
27,irregular,2,64,360,349,0.1509433962264151,0.1549636803874092,1.5741,0.15292712066905614
27,semiregular,2,412,62,568,0.869198312236287,0.4204081632653061,0.6538,0.5667125171939477
27,regular,3,1159,3,10,0.9974182444061962,0.9914456800684346,0.9974,0.9944229944229943
27,irregular,3,226,401,402,0.36044657097288674,0.35987261146496813,2.3259,0.3601593625498008
27,semiregular,3,616,50,173,0.924924924924925,0.7807351077313055,0.9162,0.8467353951890034
28,regular,1,591,1,1010,0.9983108108108109,0.36914428482198625,0.5419,0.5389876880984952
28,irregular,1,98,502,499,0.16333333333333333,0.16415410385259632,2.0478,0.16374269005847952
28,semiregular,1,486,68,675,0.8772563176895307,0.4186046511627907,0.6484,0.5667638483965014
28,regular,2,649,0,895,1.0,0.42033678756476683,0.5938,0.5918832649338805
28,irregular,2,75,413,412,0.15368852459016394,0.1540041067761807,1.6689,0.15384615384615385
28,semiregular,2,458,55,745,0.8927875243664717,0.38071487946799665,0.5995,0.5337995337995338
28,regular,3,1086,4,18,0.9963302752293578,0.9836956521739131,0.9945,0.9899726526891522
28,irregular,3,222,481,483,0.3157894736842105,0.3148936170212766,2.4061,0.31534090909090906
28,semiregular,3,789,50,88,0.9404052443384983,0.8996579247434435,0.9790,0.9195804195804196
29,regular,1,530,0,1217,1.0,0.3033772180881511,0.4675,0.4655248133509003
29,irregular,1,77,418,420,0.15555555555555556,0.15492957746478872,2.0121,0.15524193548387097
29,semiregular,1,462,86,727,0.843065693430657,0.3885618166526493,0.6318,0.531951640759931
29,regular,2,744,1,788,0.9986577181208054,0.4856396866840731,0.6561,0.6534914361001317
29,irregular,2,98,274,276,0.26344086021505375,0.2620320855614973,1.5142,0.2627345844504022
29,semiregular,2,580,61,515,0.9048361934477379,0.5296803652968036,0.7399,0.6682027649769584
29,regular,3,1055,0,169,1.0,0.8619281045751634,0.9263,0.9258446687143485
29,irregular,3,204,366,368,0.35789473684210527,0.35664335664335667,2.3158,0.35726795096322245
29,semiregular,3,605,125,401,0.8287671232876712,0.6013916500994035,0.8423,0.6970046082949308
30,regular,1,529,0,933,1.0,0.36183310533515733,0.5336,0.5313912606730287
30,irregular,1,77,394,392,0.16348195329087048,0.16417910447761194,1.8880,0.16382978723404254
30,semiregular,1,448,47,673,0.9050505050505051,0.39964317573595004,0.6160,0.5544554455445545
30,regular,2,567,0,858,1.0,0.39789473684210525,0.5707,0.5692771084337349
30,irregular,2,68,463,464,0.128060263653484,0.12781954887218044,2.1280,0.1279397930385701
30,semiregular,2,385,40,808,0.9058823529411765,0.32271584241408213,0.5272,0.47589616810877633
30,regular,3,957,0,78,1.0,0.9246376811594202,0.9619,0.960843373493976
30,irregular,3,205,198,199,0.5086848635235732,0.5074257425742574,1.6160,0.5080545229244114
30,semiregular,3,725,55,113,0.9294871794871795,0.8651551312649165,0.9654,0.896168108776267
